ROW,PROJECT,DATE,DAY,MONTH,YEAR,SITE,SAMPLE,SUBSTRATE,AVERAGE_DEPTH,CPOM_OM_AREA_g_m2,CPOM_ASH_AREA_g_m2,EPIL_OM_AREA_g_m2,EPIL_ASH_AREA_g_m2,EPIL_CHLA_MG_M2_HAUER,EPIL_PHAEO_MG_M2_HAUER,EPIL_640_664,PHICOCYANIN_MG_M2,EPIL_CHLA_MG_M2_RITCHIE,EPIL_CHLB_MG_M2_RITCHIE,EPIL_CHLC_MG_M2_RITCHIE,EPIL_CHLD_MG_M2_RITCHIE,EPIL_CHL_TOTAL_MG_M2_RITCHIE,EPIP_OM_AREA_g_m2,EPIP_ASH_AREA_g_m2,EPIP_CHLA_MG_M2_HAUER,EPIP_PHAEO_MG_M2_HAUER,EPIP_640_664,EPIP_PHICOCYANIN_MG_M2,EPIP_CHLA_MG_M2_RITCHIE,EPIP_CHLB_MG_M2_RITCHIE,EPIP_CHLC_MG_M2_RITCHIE,EPIP_CHLD_MG_M2_RITCHIE,EPIP_CHL_TOTAL_MG_M2_RITCHIE,FBOM_AREA_g_m2,FBOM_ASH_AREA_g_m2,FBOM_CHLA_MG_M2_HAUER,FBOM_PHAEO_MG_M2_HAUER,FBOM_640_664,FBOM_PHICOCYANIN_MG_M2,FBOM_CHLA_MG_M2_RITCHIE,FBOM_CHLB_MG_M2_RITCHIE,FBOM_CHLC_MG_M2_RITCHIE,FBOM_CHLD_MG_M2_RITCHIE,FBOM_CHL_TOTAL_MG_M2_RITCHIE,FILA_OM_AREA_g_m2,FILA_ASH_AREA_g_m2,FILA_CHLA_MG_M2_HAUER,FILA_PHAEO_MG_M2_HAUER,FILA__640_664,FILA_CHLA_MG_M2_RITCHIE,FILA_CHLB_MG_M2_RITCHIE,FILA_CHLC_MG_M2_RITCHIE,FILA_CHLD_MG_M2_RITCHIE,FILA_CHL_TOTAL_MG_M2_RITCHIE,MACRO_OM_AREA_g_m2,MACRO_ASH_AREA_g_m2
92,LTREB,9/1/2020,1,9,2020,BG,1,COBBLE,21,NA,NA,16.20486896,89.17939251,5.759568199,21.28230688,1.065155807,60.41048878,21.00488637,2.564224266,1.244693354,0.638906948,25.45284562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.21E-08,2.03E-07,5.607,1.85031,1.357142857,13.3518,7.57659315,1.51364745,1.8206706,0.94652985,11.85749355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,LTREB,9/1/2020,1,9,2020,BG,2,COBBLE,33.75,NA,NA,26.93796399,325.1262598,27.09650513,72.28648305,1.443235894,50.88282087,77.23832622,11.14651795,12.39924411,2.977142157,103.7617243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.53E-08,1.67E-07,9.01125,3.975551471,1.34,25.754625,12.74820287,2.80236375,3.028959265,1.831161838,20.41077706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,LTREB,9/1/2020,1,9,2020,BG,3,COBBLE,28.5,NA,NA,20.29116168,152.2597094,10.75431569,19.35776824,1.461538462,54.03376761,24.41885172,3.047684986,3.148057839,0.716063696,31.33081442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.14E-08,1.74E-07,4.185225,1.67409,1.375,16.8378,6.59997585,-0.49022679,3.01108371,1.36042983,10.48132131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,LTREB,9/1/2020,1,9,2020,BG,4,COBBLE,34,NA,NA,26.54511868,222.5983111,5.219511127,23.81745341,1.266490765,68.46171307,21.90953072,3.287288337,2.488891934,0.95457893,28.64043036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.33E-08,2.00E-07,4.8416,3.20756,1.384615385,14.62,8.1268704,3.515563733,2.793712,1.732889333,16.16908987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,LTREB,9/1/2020,1,9,2020,BG,5,COBBLE,29.75,NA,NA,3.682924764,328.1485965,6.49005002,7.965061388,1.393103448,29.08037394,12.01402566,1.945032119,1.348028787,0.822235297,16.12940092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.50E-08,6.34E-07,10.36076087,14.78135217,1.365671642,49.385,20.33002467,3.044185565,2.955057152,1.77709038,28.10649617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,LTREB,9/29/2020,29,9,2020,WS,1,COBBLE,33.5,NA,NA,8.65195024,29.37337107,NA,NA,1.183041723,34.02812029,35.79606154,3.669389864,3.982705101,0.648994468,44.09737981,3.048935573,50.09917632,NA,NA,1.263157895,3.98527535,23.89687009,1.457793897,3.031503159,0.161920305,28.54824223,6.22E-08,1.07E-06,NA,NA,1.254901961,NA,9.65494455,0.50722015,1.01568985,0.150785175,11.32870338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154.9629959,1122.003065
98,LTREB,9/29/2020,29,9,2020,WS,2,COBBLE,32.5,NA,NA,7.819492325,29.18279432,NA,NA,1.340175953,17.02329669,28.05718626,2.833353759,2.665970231,0.598780431,34.15547102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.61E-08,5.88E-07,NA,NA,1.263157895,12.15825,6.055284773,3.498692955,-0.669432045,0.1984125,9.082984773,9.882909605,33.05228345,10.5613022,0.709010497,1.216066482,10.6235171,-1.288768757,46.16297946,-1.104809688,54.39298838,NA,NA
99,LTREB,9/29/2020,29,9,2020,WS,3,COBBLE,23.5,NA,NA,15.53141986,46.88187848,NA,NA,1.008012821,59.78158553,49.88186786,6.958430589,4.638903632,1.466666492,62.94618423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.70E-08,4.05E-07,NA,NA,1.289473684,8.70675,4.9208718,0.2813655,0.2671339,0.9260504,6.39546155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,LTREB,9/29/2020,29,9,2020,WS,4,COBBLE,29.5,NA,NA,8.194799896,46.70533192,NA,NA,1.277070064,21.81928316,17.64601646,1.728158617,1.854142856,0.31507799,21.54350904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.68E-07,1.52E-06,NA,NA,1.320754717,18.5673,16.89086515,1.33514345,2.89756965,0.5594203,21.68311065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,LTREB,9/29/2020,29,9,2020,CR,1,COBBLE,20,NA,NA,3.593131551,9.083144733,NA,NA,1.205263158,12.56684081,14.45048667,2.625534967,1.230749696,0.319654878,18.62651399,0.224483033,0.519117014,NA,NA,1.288782816,0.831990242,1.72874184,0.064973633,0.205188997,0.03773174,2.036647819,1.62E-08,5.62E-08,NA,NA,1.403508772,0.5624,4.999714167,0.7023925,0.751710833,0.335594167,6.789445,15.17053817,70.2326877,10.02861092,0.306429778,1.268571429,10.18230418,1.91646786,0.798442069,0.226130987,13.12340665,NA,NA
102,LTREB,9/29/2020,29,9,2020,CR,2,COBBLE,24.5,NA,NA,3.352630718,19.98892801,NA,NA,1.272151899,10.2318665,15.89788146,3.411650248,1.220892371,0.291980066,20.82249784,1.391327133,8.593491117,NA,NA,1.265243902,3.079626612,8.841774028,0.706812189,0.866757753,0.1605042,10.57590558,2.74E-08,1.02E-07,NA,NA,1.333333333,8.6828,2.964934,0.389935,0.152103,-0.06403775,3.44295175,119.3400893,737.0315213,135.061406,10.02931233,1.298039216,142.6806233,20.89138563,10.23645456,1.767573016,175.5769129,NA,NA
103,LTREB,9/29/2020,29,9,2020,CR,3,COBBLE,33.75,NA,NA,16.14594217,50.67704476,NA,NA,1.202629544,45.14774704,70.64028983,14.22460009,6.245869653,1.330834685,92.44201509,2.572201423,13.98634524,NA,NA,1.323665893,6.240511406,14.39128603,1.04323433,1.631336033,0.216992812,17.28294274,4.85E-08,5.02E-07,NA,NA,1.34375,14.418,8.12194875,0.70127775,0.81419175,0.0636255,9.7010955,55.78641785,356.2848137,71.67876229,3.357923999,1.288808664,74.47749907,10.66169651,4.293356395,0.228181142,89.66118538,NA,NA
104,LTREB,9/29/2020,29,9,2020,CR,4,COBBLE,28,NA,NA,9.98481825,39.08810817,NA,NA,1.435797665,32.91552626,27.49270698,10.09692157,2.615608257,0.870776982,41.07616045,1.876537856,26.47613692,NA,NA,1.370552147,3.458441731,5.379484927,1.137725085,0.425504783,0.081845929,7.024592351,2.24E-08,1.50E-07,NA,NA,1.185185185,19.3508,3.710188696,0.478898609,0.362770435,-0.084482087,4.467397565,20.54692635,124.3712387,58.50488753,6.893599151,1.279521674,63.72328297,9.946900998,4.439719734,0.44364805,78.55393734,NA,NA
105,LTREB,9/29/2020,29,9,2020,CR,5,COBBLE,28.5,NA,NA,4.372742419,10.69334282,NA,NA,1.176691729,13.99277574,11.84866351,1.603712028,1.188124203,0.251628667,14.89220274,1.487200095,7.417293557,NA,NA,1.282191781,2.199933726,4.00096952,0.334965538,0.477233999,0.082255447,4.895450507,1.68E-08,1.74E-07,NA,NA,1.4,10.2714,2.3438856,0.51585285,0.2984178,0.25560795,3.413779875,40.16560063,262.1755154,54.8722021,11.3528694,1.353503185,61.57864395,16.68631563,3.359813312,1.514509629,83.13963331,NA,NA
106,LTREB,9/29/2020,29,9,2020,GC,1,COBBLE,33.5,NA,NA,14.7620978,57.36523613,NA,NA,1.281736282,27.42714993,37.45080804,6.332854419,3.950650825,0.943103797,48.67764776,5.440206009,33.10423231,NA,NA,1.614906832,9.769221004,14.17665985,1.605169437,2.031675029,0.719282818,18.53288127,5.16E-08,4.59E-07,NA,NA,1.44,7.6715,6.610349214,0.976352714,1.225121321,0.620396071,9.432264786,165.5816698,1049.9887,368.864687,75.67430176,1.265774379,408.1533551,59.49131252,36.74912183,4.003376082,508.3996651,NA,NA
107,LTREB,9/29/2020,29,9,2020,GC,3,COBBLE,20.5,NA,NA,9.171067254,29.80596858,NA,NA,1.224358974,69.2167711,53.64135797,6.577811662,6.190137016,1.201395558,67.6110424,1.314745682,8.678841437,NA,NA,1.172774869,1.907521191,1.736780186,0.052451893,0.131708715,0.104248237,2.025201342,5.66E-08,5.30E-07,NA,NA,1.282051282,6.37345,8.539791405,0.7926325,0.985394976,0.338801548,10.65667705,26.37195792,158.9994653,35.74601627,8.3505038,1.380239521,40.69989353,3.784848426,3.45695933,0.420060135,48.3620204,NA,NA
108,LTREB,9/29/2020,29,9,2020,GC,4,COBBLE,23.75,NA,NA,21.96660015,112.1865651,NA,NA,1.082405345,188.4277844,71.61777922,6.480125648,7.033276021,1.35834466,86.4899877,1.284346938,8.207660903,NA,NA,1.324324324,2.244947251,5.78723599,0.275243148,0.751055234,0.100088549,6.913661301,1.15E-07,2.15E-06,NA,NA,1.315789474,6.761625,2.64910125,0.19217125,0.4805775,0.20904625,3.530915,24.86938652,140.0421073,27.34738629,3.464002264,1.365313653,29.57847942,1.64135335,3.182632922,0.190014342,34.5926722,NA,NA
109,LTREB,9/29/2020,29,9,2020,GC,5,COBBLE,19,NA,NA,13.39883105,70.71215548,NA,NA,1.097178683,56.7486093,37.21130268,3.987267987,4.541093586,0.86511587,46.60501899,1.557351043,12.17820455,NA,NA,1.306603774,2.685378285,3.503631709,0.182410844,0.378881762,0.059621992,4.124569457,9.21E-08,1.72E-06,NA,NA,1.306122449,12.8022,4.86479705,0.66416875,0.5405975,0.30370455,6.37330015,14.78110604,80.19832453,19.39721257,2.34888121,1.331325301,21.16385446,1.484398141,2.101360155,0.148282314,24.89803129,NA,NA
110,LTREB,9/29/2020,29,9,2020,BG,2,COBBLE,24.75,NA,NA,17.67102377,99.6213611,NA,NA,1.459330144,16.6292822,35.55054479,3.107611579,5.790714238,0.833190314,45.28229242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.39E-08,5.79E-07,NA,NA,1.255319149,3.526875,3.279307956,0.39137269,0.642647848,0.191961627,4.505312051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,LTREB,9/29/2020,29,9,2020,BG,4,COBBLE,34.75,NA,NA,9.130145868,53.3813638,NA,NA,1.2,13.7285405,52.18488684,4.446121129,7.378059547,1.033992352,65.04339842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.61E-08,3.01E-07,NA,NA,1.266666667,7.4504,6.446009167,0.675196361,1.145412125,0.475825958,8.742488014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,LTREB,9/29/2020,29,9,2020,BG,5,COBBLE,12.25,NA,NA,22.72189202,123.7696557,NA,NA,1.146766169,74.77903976,41.42149283,4.396400697,4.989951936,1.367587269,52.17570244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.17E-08,2.89E-07,NA,NA,1.289473684,2.842,3.363760694,0.271645726,0.435044919,0.181680935,4.252155194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,LTREB,10/20/2020,20,10,2020,WS,1,COBBLE,17.25,NA,NA,18.32693514,52.31506939,NA,NA,1.059382423,104.5190664,52.47688179,4.534976774,4.524388249,0.662582016,62.19916538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.83E-07,2.14E-06,NA,NA,1.269047619,19.09575,74.01306798,3.49641975,5.848565455,2.174774932,85.5333268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,LTREB,10/20/2020,20,10,2020,WS,2,COBBLE,26.75,NA,NA,11.7463865,34.98193935,NA,NA,1.115151515,56.88423446,47.59398737,4.745556435,4.305445055,0.626511958,57.27180349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.98E-07,1.85E-06,NA,NA,1.248,16.70805,34.31581193,1.886110886,2.971565091,0.845800955,40.01951745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,LTREB,10/20/2020,20,10,2020,WS,3,COBBLE,17,NA,NA,20.47706169,69.23898557,NA,NA,1.14983165,53.38767738,98.61253358,8.151256805,9.849690595,1.656838837,118.2709577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.02E-07,1.77E-06,NA,NA,1.256830601,14.5078,38.99519311,2.029452444,3.335437778,1.215968444,45.57631433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,LTREB,10/20/2020,20,10,2020,WS,4,COBBLE,18.25,NA,NA,19.02026034,51.79010646,NA,NA,1.104448743,109.2404591,133.2372766,11.67669365,12.60870932,2.039265233,159.5628018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.90E-07,2.75E-06,NA,NA,1.287037037,19.637,66.3210694,3.5132856,4.889487075,1.96709085,76.69137823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,LTREB,10/20/2020,20,10,2020,WS,5,COBBLE,13.625,NA,NA,38.19719113,114.1180545,NA,NA,1.148235294,65.39295985,74.36355756,11.00549151,6.494917794,1.775561705,93.63999262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.19E-07,1.87E-06,NA,NA,1.282352941,12.3061,39.11269073,2.448306225,3.1315918,1.534868513,46.22772159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,LTREB,10/20/2020,20,10,2020,CR,1,COBBLE,27.75,NA,NA,4.415612442,11.87499657,NA,NA,1.172619048,25.55482113,24.24811709,2.548890419,2.292688011,0.111765581,29.20161286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.13E-07,8.96E-07,NA,NA,1.247058824,20.5239,22.122966,1.546563,1.906459688,0.779356438,26.35549313,1.114376237,5.398057543,4.338536973,0.054231712,1.214634146,4.431522356,0.626770706,0.346882744,0.028091292,5.433294179,NA,NA
119,LTREB,10/20/2020,20,10,2020,CR,2,COBBLE,24.75,NA,NA,6.524038154,15.65769157,NA,NA,1.191397849,16.97699706,38.0150339,3.370006406,4.169411299,0.246050475,45.80074347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.97E-08,5.69E-07,NA,NA,1.305555556,19.074825,17.903052,1.7882595,1.27181925,0.841167,21.804417,10.72175044,88.42875384,5.094618303,7.929884141,1.330188679,6.698682229,35.21692856,-12.56742036,0.299782738,29.64786283,NA,NA
120,LTREB,10/20/2020,20,10,2020,CR,3,COBBLE,30.5,NA,NA,2.146619006,5.135049386,NA,NA,1.295053004,14.63068169,26.67863895,3.804254196,3.217280591,0.158401963,33.85873859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.83E-08,4.47E-07,NA,NA,1.25,21.2951,7.474793045,0.916472318,0.468044682,0.140710364,9.000067545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,LTREB,10/20/2020,20,10,2020,CR,4,COBBLE,26.625,NA,NA,4.755065085,10.42676922,NA,NA,1.203007519,23.56908164,34.24687991,3.254528674,3.495960516,0.10378703,41.10137154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.60E-07,1.08E-06,NA,NA,1.277108434,28.6485,24.71254489,2.445535538,1.974086663,1.496311688,30.62864651,5.757169791,65.15381731,16.00564273,0.854670243,1.255813953,16.6829542,2.695598518,1.446618287,0.194887513,21.02015979,NA,NA
122,LTREB,10/20/2020,20,10,2020,CR,5,COBBLE,28.25,NA,NA,5.247290902,10.19644028,NA,NA,1.20625,37.87589979,32.17831798,3.958082212,3.049742765,0.251290376,39.43763309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.02E-07,6.19E-07,NA,NA,1.244897959,23.229975,15.47864113,1.560939625,1.4786276,0.889866525,19.4081794,14.70925913,99.60934668,23.23409297,3.872348829,1.3,25.64956942,5.605435226,1.46855131,0.273474846,32.9971797,NA,NA
123,LTREB,10/20/2020,20,10,2020,GC,2,COBBLE,25,NA,NA,8.492356834,37.04203885,27.46018518,4.443764407,1.17274168,31.92101966,30.1671841,2.860439157,3.129204328,0.485085556,36.64210646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.75E-08,1.33E-07,3.513157895,2.880789474,1.166666667,6.1475,5.401510526,0.200631579,0.108615789,-0.108644737,5.602147368,4.598702105,21.23716345,8.683312394,0.733099325,1.28802589,9.154473392,1.580400176,0.719581732,0.114462766,11.56897325,NA,NA
124,LTREB,10/20/2020,20,10,2020,GC,3,COBBLE,40,NA,NA,18.5292037,75.09892808,42.65514356,10.33163518,1.15813253,58.53395092,48.77860409,4.626769664,5.264057072,0.825928452,59.49567225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.80E-08,3.80E-07,6.796363636,6.116727273,12.03846154,10.476,10.49268727,-0.158272727,-0.459261818,-0.588378182,9.28684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,LTREB,10/20/2020,20,10,2020,GC,5,COBBLE,35,NA,NA,17.07941745,46.19206082,58.55717089,10.36410104,1.1,156.2184444,64.75924886,6.985976651,7.142237794,1.279456037,80.16733274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.56E-08,1.01E-07,9.345,5.191666667,1.333333333,7.9555,11.60418389,1.980016111,1.567405,0.999615556,16.15129833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,LTREB,10/20/2020,20,10,2020,BG,1,COBBLE,30,NA,NA,0.153162903,0.586929597,27.26507786,11.77137115,1.24912892,11.10162134,32.97037238,3.155639467,5.924716415,0.569235891,42.62017584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.08E-08,2.44E-07,-127.359,233.892,1.161290323,3.936,10.428021,1.011369,1.078902,0.420945,12.939306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,LTREB,10/20/2020,20,10,2020,BG,2,COBBLE,45,NA,NA,0.143809443,0.624343436,55.76635573,24.99871119,1.133898305,19.73392932,68.09041476,4.911770891,10.34111398,0.86384401,84.20758503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.76E-08,1.41E-07,2.67,18.8235,1.16,11.106,13.98822,1.22715,1.86024,0.76888,17.844585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128,LTREB,10/20/2020,20,10,2020,BT,1,COBBLE,13,NA,NA,0.300479893,1.972410818,6.774126283,4.08632779,1.183168317,10.16078021,9.00054433,1.495310831,0.773183813,0.557671332,11.82676882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.342695486,12.16087151,0.150391323,1.990178506,1.375,1.268536727,0.534846744,0.017178407,0.05344825,1.874016699,NA,NA
129,LTREB,10/20/2020,20,10,2020,BT,2,COBBLE,15,NA,NA,0.316848448,2.074129693,5.694012139,3.979877234,1.358730159,8.772492952,7.718771932,0.829809857,1.094533438,0.400974903,10.04414167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.18E-09,4.02E-08,3.080769231,1.879269231,1.181818182,4.725,4.266237692,0.505663846,0.289257692,0.159333462,5.220520385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
130,LTREB,10/20/2020,20,10,2020,BT,4,COBBLE,30,NA,NA,0.136794348,0.638373626,12.32453943,4.807444459,1.248756219,13.28144513,14.64716529,1.500359384,1.805845717,0.735948871,18.68941715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.17E-07,5.85E-07,2.184545455,4.441909091,1.25,8.109,4.859724545,0.952862727,-0.066155455,0.199685455,5.946147273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131,NFAS,7/13/2020,13,7,2020,BONITA,1,COBBLE,33.3375,NA,NA,601.0314229,73.75405245,7.670059114,1.966681824,1.360957643,2.245110936,8.963910507,0.476847273,0.706218354,0.241052287,10.38808838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.61E-06,2.33E-05,197.2299138,-187.7197778,0.133333333,13.25832375,87.76615185,17.0022759,17.56682365,-1.885174214,120.450572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132,NFAS,7/13/2020,13,7,2020,BONITA,2,COBBLE,34.925,NA,NA,40.8977235,5.018660804,0.350048553,0.110446354,1.502994012,0.742378252,0.417957498,0.029800398,0.027674903,0.010811925,0.486247481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.93E-06,2.88E-05,2.072216667,2.279438333,1.294117647,10.79881,2.666351065,-0.029983113,0.104169633,-0.053986289,2.68656876,6.950797911,10.77458201,8.724028123,-0.733796758,1.3930131,7.736820777,1.733313445,0.117214489,0.035624107,9.623017097,NA,NA
133,NFAS,7/13/2020,13,7,2020,BONITA,3,COBBLE,30.1625,NA,NA,55.09748903,6.761149153,1.931302363,0.716191293,1.264550265,-0.169700989,2.345805194,0.61766948,0.129889804,0.05417713,3.14755502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.11E-06,2.55E-05,5.522322857,5.752419643,1.413043478,26.03325375,8.48063328,1.115274811,0.385447449,0.384708037,10.36611873,730.1866115,185.3898451,84.58547784,23.38539682,1.708333333,96.88648728,32.19303906,-0.415883258,-0.054098181,128.6100481,NA,NA
134,NFAS,7/13/2020,13,7,2020,BONITA,4,COBBLE,20.6375,NA,NA,58.29110738,7.15304596,1.854300006,0.607111557,1.274358974,0.604853165,2.228285334,0.250122513,0.1490654,0.069676924,2.697164575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.94E-06,1.63E-05,1.574346429,0.446064821,1.315789474,5.06857,1.53030109,0.231374874,0.315055023,0.06836221,2.145103025,110.8363784,14.89017884,48.13927553,-3.209285035,1.657142857,45.97261148,18.1247197,2.656013911,1.545877744,68.29946323,NA,NA
135,NFAS,7/13/2020,13,7,2020,BONITA,5,COBBLE,32.7025,NA,NA,129.6457188,15.90914681,3.902146477,0.613937712,1.432160804,1.701745078,4.288792779,0.336281819,0.318853401,0.055967011,4.999922681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.34E-06,2.21E-05,0.459556184,1.792269118,1.555555556,6.76614725,1.167587685,0.157820544,-0.021366781,-0.023168861,1.280879472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136,NFAS,7/20/2020,20,7,2020,BONITA,1,COBBLE,26.75,NA,NA,1.15749064,9.484408155,1.067627276,0.356250365,1.48540146,0.664399627,1.283745005,0.10067963,0.093884234,0.041235415,1.519552786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.58E-07,1.50E-06,3.662692308,3.772573077,1.538461538,23.007675,5.419215282,0.176766744,0.733471282,0.175833923,6.505324269,1.901740489,8.806678521,23.12980407,4.070845517,1.567164179,26.08750828,2.948972053,1.745075281,0.568771411,31.35049335,NA,NA
137,NFAS,7/20/2020,20,7,2020,BONITA,2,COBBLE,19.75,NA,NA,1.262717062,11.05578939,1.648266672,0.292192728,1.410788382,0.715820272,1.841304543,0.142631048,0.168727972,0.043611792,2.19628742,0.343739645,1.718698223,-0.026222424,0.154712304,1.75,0.290705528,0.070723057,-0.004444554,-0.06129968,-0.010527567,-0.005548351,2.48E-07,2.29E-06,3.412102941,3.319045588,1.571428571,17.934975,5.063137882,0.573556265,0.530618603,0.266299706,6.433646147,339.4326198,112.3692436,11.08620752,3.464439851,2.260869565,13.26463173,4.154654883,0.230588964,-0.292502527,17.35744052,NA,NA
138,NFAS,7/20/2020,20,7,2020,BONITA,3,COBBLE,12,NA,NA,1.306561405,4.919335221,3.113912888,0.590004547,1.350828729,1.109261864,3.469745329,0.454725985,0.335030492,0.14205602,4.401580275,0.681867214,3.813405527,-0.018730303,0.398955456,1.611111111,0,0.235358745,-0.010817627,-0.183695378,-0.038204136,0.002642867,1.94E-07,1.33E-06,7.886769231,10.74572308,1.614285714,34.752,14.00200615,2.128663385,0.547342154,0.711372923,17.38947508,375.8599067,1118.3969,157.6476529,33.63149929,1.804878049,169.0438266,53.46483364,447.0571355,-2.159477625,667.4072234,NA,NA
139,NFAS,7/20/2020,20,7,2020,BONITA,4,COBBLE,24.5,NA,NA,1.546828401,8.07788165,2.786132584,0.426114395,1.679824561,0.618976889,3.090584629,0.199856736,0.190525555,0.068456732,3.549444031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.84E-08,2.77E-07,0.726833333,1.3083,1.75,12.8135,1.053067167,0.294029944,0.497703889,-0.035232361,1.809574083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140,NFAS,7/20/2020,20,7,2020,BONITA,5,COBBLE,27.25,NA,NA,0.957794275,3.322348892,3.895903042,-1.005609161,1.553299492,1.747226276,2.690415186,0.163880097,0.209436185,0.05077245,3.114521627,0.069482844,0.237845119,0.011099439,0.058827026,1.708333333,0.067737755,0.037386568,-4.18E-05,-0.033068409,-0.006708883,-0.002432315,4.81E-08,2.40E-07,0.855970588,1.840336765,1.5,19.2385,1.595056309,0.508358368,0.411500647,-0.045060279,2.469863059,133.0554577,69.52007906,5.434439093,2.717219546,1.913043478,6.051249384,2.249578648,0.483711602,0.172919258,8.957490876,NA,NA
141,NFAS,7/27/2020,27,7,2020,BONITA,1,COBBLE,35.72,NA,NA,298.3192443,31.12831394,3.163340077,0.68261549,1.384313725,6.663404704,3.557041289,0.305002728,0.254484941,0.059174226,4.175726132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.98E-05,4.00E-07,1.362462857,-0.408738857,1.75,3.789892,1.174379197,0.008672306,-0.355597703,-0.013660349,0.813801106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
